legacy_primary_category,taxonomy_primary,taxonomy_hierarchy,taxonomy_display_name
septic_services,septic_service,community_and_government > public_utility > septic_service,Septic Service
serbo_croatian_restaurant,serbo_croatian_restaurant,food_and_drink > restaurant > european_restaurant > eastern_european_restaurant > serbo_croatian_restaurant,Serbo-Croatian Restaurant
service_apartments,service_apartment,lodging > service_apartment,Service Apartment
session_photography,session_photography_service,services_and_business > media_service > photography_service > session_photography_service,Session Photography Service
sewing_and_alterations,sewing_and_alterations,services_and_business > home_service > sewing_and_alterations,Sewing and Alterations
sex_therapist,sex_therapy,health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > counseling > sex_therapy,Sex Therapy
shades_and_blinds,shades_and_blinds,services_and_business > home_service > shades_and_blinds,Shades and Blinds
shared_office_space,shared_office_space,services_and_business > real_estate_service > shared_office_space,Shared Office Space
shaved_ice_shop,shaved_ice_shop,food_and_drink > casual_eatery > dessert_shop > shaved_ice_shop,Shaved Ice Shop
shaved_snow_shop,shaved_ice_shop,food_and_drink > casual_eatery > dessert_shop > shaved_ice_shop,Shaved Ice Shop
sheet_metal,sheet_metal_fabricator,services_and_business > b2b_service > manufacturer > metal_fabricator > sheet_metal_fabricator,Sheet Metal Fabricator
shinto_shrines,shinto_shrine,cultural_and_historic > religious_landmark > shrine > shinto_shrine,Shinto Shrine
shipping_center,shipping_center,services_and_business > shipping_or_delivery_service > shipping_center,Shipping Center
shipping_collection_services,shipping_collection_service,services_and_business > shipping_or_delivery_service > shipping_collection_service,Shipping Collection Service
shoe_factory,shoe_factory_manufacturer,services_and_business > b2b_service > manufacturer > apparel_manufacturer > shoe_factory_manufacturer,Shoe Factory Manufacturer
shoe_repair,shoe_repair,lifestyle_services > personal_or_beauty_service > shoe_repair,Shoe Repair
shoe_shining_service,shoe_shining_service,lifestyle_services > personal_or_beauty_service > shoe_shining_service,Shoe Shining Service
shoe_store,shoe_store,shopping > fashion_and_apparel_store > shoe_store,Shoe Store
shooting_range,shooting_range,sports_and_recreation > sport_or_fitness_facility > shooting_range,Shooting Range
shopping,shopping,shopping,Shopping
shopping_center,shopping_mall,shopping > shopping_mall,Shopping Mall
shopping_passage,shopping_passage,shopping > market > shopping_passage,Shopping Passage
shredding_services,shredding_service,services_and_business > professional_service > shredding_service,Shredding Service
shutters,shutters,services_and_business > home_service > shutters,Shutters
siding,siding,services_and_business > home_service > siding,Siding
sightseeing_tour_agency,sightseeing_tour_agency,travel_and_transportation > travel_service > tour_operator > sightseeing_tour_agency,Sightseeing Tour Agency
sign_making,sign_making,services_and_business > design_service > sign_making,Sign Making
sikh_temple,sikh_place_of_worship,cultural_and_historic > place_of_worship > sikh_place_of_worship,Sikh Place of Worship
silent_disco,silent_disco,services_and_business > event_or_party_service > silent_disco,Silent Disco
singaporean_restaurant,singaporean_restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > singaporean_restaurant,Singaporean Restaurant
skate_park,skate_park,sports_and_recreation > sport_or_fitness_facility > skate_park,Skate Park
skate_shop,skate_store,shopping > specialty_store > sporting_goods_store > skate_store,Skate Store
skating_rink,skating_rink,sports_and_recreation > sport_or_fitness_facility > skating_rink,Skating Rink
ski_and_snowboard_school,ski_and_snowboard_school,sports_and_recreation > sport_or_fitness_facility > ski_and_snowboard_school,Ski and Snowboard School
ski_and_snowboard_shop,ski_and_snowboard_store,shopping > specialty_store > sporting_goods_store > ski_and_snowboard_store,Ski and Snowboard Store
ski_area,ski_area,sports_and_recreation > sport_or_fitness_facility > snow_sport > ski_area,Ski Area
ski_resort,ski_resort,lodging > resort > ski_resort,Ski Resort
skilled_nursing,nursing,health_care > outpatient_care_facility > specialized_health_care > nursing,Nursing
skin_care,skin_care_and_makeup,lifestyle_services > personal_or_beauty_service > skin_care_and_makeup,Skin Care and Makeup
sky_diving,sky_diving,sports_and_recreation > sport_or_fitness_facility > sky_diving,Sky Diving
skylight_installation,skylight_installation,services_and_business > home_service > windows_installation > skylight_installation,Skylight Installation
skyline,skyline,geographic_entities > scenic_viewpoint > skyline,Skyline
skyscraper,skyscraper,geographic_entities > built_feature > building > skyscraper,Skyscraper
sledding_rental,sledding_rental,sports_and_recreation > recreational_equipment_rental > sledding_rental,Sledding Rental
sleep_specialist,sleep_medicine,health_care > outpatient_care_facility > specialized_health_care > pulmonology > sleep_medicine,Sleep Medicine
sleepwear,sleepwear,shopping > fashion_and_apparel_store > clothing_store > sleepwear,Sleepwear
slovakian_restaurant,slovakian_restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > slovakian_restaurant,Slovakian Restaurant
smokehouse,smokehouse,shopping > food_and_beverage_store > smokehouse,Smokehouse
smoothie_juice_bar,smoothie_juice_bar,food_and_drink > non_alcoholic_beverage_venue > smoothie_juice_bar,Smoothie or Juice Bar
snorkeling,snorkeling,sports_and_recreation > sport_or_fitness_facility > water_sport > snorkeling,Snorkeling
snorkeling_equipment_rental,snorkeling_equipment_rental,sports_and_recreation > recreational_equipment_rental > snorkeling_equipment_rental,Snorkeling Equipment Rental
snow_removal_service,snow_removal_service,services_and_business > home_service > snow_removal_service,Snow Removal Service
snowboarding_center,snowboarding_center,sports_and_recreation > sport_or_fitness_facility > snow_sport > snowboarding_center,Snowboarding Center
snuggle_service,snuggle_service,lifestyle_services > wellness_service > snuggle_service,Snuggle Service
soccer_club,soccer_club,sports_and_recreation > sport_or_recreation_club > soccer_club,Soccer Club
soccer_field,soccer_field,sports_and_recreation > sport_or_fitness_facility > sport_field > soccer_field,Soccer Field
soccer_stadium,soccer_stadium,arts_and_entertainment > stadium_arena > stadium > soccer_stadium,Soccer Stadium
social_and_human_services,social_and_human_service,community_and_government > social_or_community_service > social_and_human_service,Social and Human Service
social_club,social_club,arts_and_entertainment > social_club,Social Club
social_media_agency,social_media_agency,services_and_business > professional_service > social_media_agency,Social Media Agency
social_media_company,social_media_company,services_and_business > media_service > media_news_company > social_media_company,Social Media Company
social_security_law,social_security_law,services_and_business > legal_service > attorney_or_law_firm > social_security_law,Social Security Law
social_security_services,social_security_service,community_and_government > government_office > social_security_service,Social Security Service
social_service_organizations,social_or_community_service,community_and_government > social_or_community_service,Social or Community Service
social_welfare_center,social_welfare_center,community_and_government > social_or_community_service > social_welfare_center,Social Welfare Center
software_development,software_development,services_and_business > technical_service > software_development,Software Development
solar_installation,solar_installation,services_and_business > home_service > solar_installation,Solar Installation
solar_panel_cleaning,solar_panel_cleaning,services_and_business > home_service > solar_panel_cleaning,Solar Panel Cleaning
sommelier_service,sommelier_service,services_and_business > event_or_party_service > sommelier_service,Sommelier Service
sophrologist,sophrology,health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > sophrology,Sophrology
soul_food,soul_food,food_and_drink > restaurant > soul_food,Soul Food
soup_restaurant,soup_restaurant,food_and_drink > restaurant > soup_restaurant,Soup Restaurant
south_african_restaurant,south_african_restaurant,food_and_drink > restaurant > african_restaurant > southern_african_restaurant > south_african_restaurant,South African Restaurant
southern_restaurant,southern_american_restaurant,food_and_drink > restaurant > north_american_restaurant > american_restaurant > southern_american_restaurant,Southern American Restaurant
souvenir_shop,souvenir_store,shopping > specialty_store > souvenir_store,Souvenir Store
spanish_restaurant,spanish_restaurant,food_and_drink > restaurant > european_restaurant > iberian_restaurant > spanish_restaurant,Spanish Restaurant
spas,spa,lifestyle_services > wellness_service > spa,Spa
speakeasy,speakeasy,food_and_drink > alcoholic_beverage_venue > bar > speakeasy,Speakeasy
specialty_foods,specialty_foods_store,shopping > food_and_beverage_store > specialty_foods_store,Specialty Foods Store
specialty_grocery_store,grocery_store,shopping > food_and_beverage_store > grocery_store,Grocery Store
specialty_school,specialty_school,education > place_of_learning > specialty_school,Specialty School
speech_therapist,speech_therapy,health_care > outpatient_care_facility > physical_medicine_and_rehabilitation > speech_therapy,Speech Therapy
speech_training,speech_training,education > place_of_learning > specialty_school > speech_training,Speech Training
sperm_clinic,sperm_clinic,health_care > medical_service > sperm_clinic,Sperm Clinic
spices_wholesaler,spices_wholesaler,services_and_business > b2b_service > wholesaler > spices_wholesaler,Spices Wholesaler
spine_surgeon,spine_surgery,health_care > specialized_medical_facility > surgery > orthopedic_surgery > spine_surgery,Spine Surgery
spiritual_shop,religious_and_spiritual_goods_store,shopping > specialty_store > religious_and_spiritual_goods_store,Religious and Spiritual Goods Store
sport_equipment_rentals,sport_equipment_rental,sports_and_recreation > recreational_equipment_rental > sport_equipment_rental,Sport Equipment Rental
sporting_goods,sporting_goods_store,shopping > specialty_store > sporting_goods_store,Sporting Goods Store
sports_and_fitness_instruction,sport_or_fitness_facility,sports_and_recreation > sport_or_fitness_facility,Sport or Fitness Facility
sports_and_recreation_rental_and_services,recreational_equipment_rental,sports_and_recreation > recreational_equipment_rental,Recreational Equipment Rental
sports_and_recreation_venue,sport_or_fitness_facility,sports_and_recreation > sport_or_fitness_facility,Sport or Fitness Facility
sports_bar,sports_bar,food_and_drink > alcoholic_beverage_venue > bar > sports_bar,Sports Bar
sports_club_and_league,sport_or_recreation_club,sports_and_recreation > sport_or_recreation_club,Sport or Recreation Club
sports_medicine,sports_medicine,health_care > outpatient_care_facility > specialized_health_care > sports_medicine,Sports Medicine
sports_museum,sports_museum,arts_and_entertainment > museum > sports_museum,Sports Museum
sports_psychologist,sports_psychology,health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service > psychology > sports_psychology,Sports Psychology
sports_school,sports_school,education > place_of_learning > specialty_school > sports_school,Sports School
sports_wear,sportswear_store,shopping > specialty_store > sporting_goods_store > sportswear_store,Sportswear Store
